date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:04:57	5389/5389	---M-Z	200	added ('OK')	text/html	date:Tue,%2026%20Oct%202021%2010:10:10%20GMT	https://www.mahadevbook.com/jack9.html	C:/My%20Web%20Sites/mahadev%20book/www.mahadevbook.com/jack9.html	(from https://www.mahadevbook.com/)
14:04:57	4150/4150	---M--	200	added ('OK')	image/webp	date:Tue,%2026%20Oct%202021%2010:10:10%20GMT	https://www.mahadevbook.com/images/s2.webp	C:/My%20Web%20Sites/mahadev%20book/www.mahadevbook.com/images/s2.webp	(from https://www.mahadevbook.com/)
14:04:57	43012/43012	---M--	200	added ('OK')	image/webp	date:Tue,%2026%20Oct%202021%2010:10:10%20GMT	https://www.mahadevbook.com/images/girl.webp	C:/My%20Web%20Sites/mahadev%20book/www.mahadevbook.com/images/girl.webp	(from https://www.mahadevbook.com/)
14:04:57	68582/68582	---M--	200	added ('OK')	image/webp	date:Tue,%2026%20Oct%202021%2010:10:10%20GMT	https://www.mahadevbook.com/images/wheel.webp	C:/My%20Web%20Sites/mahadev%20book/www.mahadevbook.com/images/wheel.webp	(from https://www.mahadevbook.com/)
14:04:57	174126/174126	---M--	200	added ('OK')	image/webp	date:Tue,%2026%20Oct%202021%2010:10:10%20GMT	https://www.mahadevbook.com/images/wheel2.webp	C:/My%20Web%20Sites/mahadev%20book/www.mahadevbook.com/images/wheel2.webp	(from https://www.mahadevbook.com/)
14:04:58	71786/71786	---M--	200	added ('OK')	image/webp	date:Tue,%2026%20Oct%202021%2010:10:10%20GMT	https://www.mahadevbook.com/images/wheelcircle.webp	C:/My%20Web%20Sites/mahadev%20book/www.mahadevbook.com/images/wheelcircle.webp	(from https://www.mahadevbook.com/)
14:04:58	47114/47114	---M--	200	added ('OK')	image/webp	date:Tue,%2026%20Oct%202021%2010:10:10%20GMT	https://www.mahadevbook.com/images/coins.webp	C:/My%20Web%20Sites/mahadev%20book/www.mahadevbook.com/images/coins.webp	(from https://www.mahadevbook.com/)
14:04:58	978/978	---M--	200	added ('OK')	image/webp	date:Tue,%2026%20Oct%202021%2010:10:10%20GMT	https://www.mahadevbook.com/images/kot.webp	C:/My%20Web%20Sites/mahadev%20book/www.mahadevbook.com/images/kot.webp	(from https://www.mahadevbook.com/)
14:04:58	3934/3934	---M--	200	added ('OK')	image/webp	date:Tue,%2026%20Oct%202021%2010:10:10%20GMT	https://www.mahadevbook.com/images/play.webp	C:/My%20Web%20Sites/mahadev%20book/www.mahadevbook.com/images/play.webp	(from https://www.mahadevbook.com/)
14:04:59	852/852	---M--	200	added ('OK')	image/webp	date:Tue,%2026%20Oct%202021%2010:10:10%20GMT	https://www.mahadevbook.com/images/close.webp	C:/My%20Web%20Sites/mahadev%20book/www.mahadevbook.com/images/close.webp	(from https://www.mahadevbook.com/)
14:05:00	9683301/9683301	---M--	200	added ('OK')	video/mp4	date:Tue,%2026%20Oct%202021%2010:10:10%20GMT	https://www.mahadevbook.com/images/shradhavideo.mp4	C:/My%20Web%20Sites/mahadev%20book/www.mahadevbook.com/images/shradhavideo.mp4	(from https://www.mahadevbook.com/)
14:05:01	28513254/28513254	---M--	200	added ('OK')	video/mp4	date:Tue,%2026%20Oct%202021%2010:10:10%20GMT	https://www.mahadevbook.com/images/bpvideo.mp4	C:/My%20Web%20Sites/mahadev%20book/www.mahadevbook.com/images/bpvideo.mp4	(from https://www.mahadevbook.com/)
14:05:15	16094359/16094359	---M--	200	added ('OK')	video/mp4	date:Tue,%2026%20Oct%202021%2010:10:10%20GMT	https://www.mahadevbook.com/images/sapnavideo.mp4	C:/My%20Web%20Sites/mahadev%20book/www.mahadevbook.com/images/sapnavideo.mp4	(from https://www.mahadevbook.com/)
14:05:15	13319646/13319646	---M--	200	added ('OK')	video/mp4	date:Tue,%2026%20Oct%202021%2010:10:10%20GMT	https://www.mahadevbook.com/images/mounyvideo.mp4	C:/My%20Web%20Sites/mahadev%20book/www.mahadevbook.com/images/mounyvideo.mp4	(from https://www.mahadevbook.com/)
14:05:17	35683675/35683675	---M--	200	added ('OK')	video/mp4	date:Tue,%2026%20Oct%202021%2010:10:10%20GMT	https://www.mahadevbook.com/images/vivekvideo.mp4	C:/My%20Web%20Sites/mahadev%20book/www.mahadevbook.com/images/vivekvideo.mp4	(from https://www.mahadevbook.com/)
14:06:09	23507671/23507671	---M--	200	added ('OK')	video/mp4	date:Tue,%2026%20Oct%202021%2010:10:10%20GMT	https://www.mahadevbook.com/images/daisyvideo.mp4	C:/My%20Web%20Sites/mahadev%20book/www.mahadevbook.com/images/daisyvideo.mp4	(from https://www.mahadevbook.com/)
14:06:09	28796298/28796298	---M--	200	added ('OK')	video/mp4	date:Tue,%2026%20Oct%202021%2010:10:10%20GMT	https://www.mahadevbook.com/images/hinavideo.mp4	C:/My%20Web%20Sites/mahadev%20book/www.mahadevbook.com/images/hinavideo.mp4	(from https://www.mahadevbook.com/)
14:08:48	22253683/22253683	---M--	200	added ('OK')	video/mp4	date:Tue,%2026%20Oct%202021%2010:10:10%20GMT	https://www.mahadevbook.com/images/adityavideo.mp4	C:/My%20Web%20Sites/mahadev%20book/www.mahadevbook.com/images/adityavideo.mp4	(from https://www.mahadevbook.com/)
14:08:48	37731432/37731432	---M--	200	added ('OK')	video/mp4	date:Tue,%2026%20Oct%202021%2010:10:10%20GMT	https://www.mahadevbook.com/images/barmanvideo.mp4	C:/My%20Web%20Sites/mahadev%20book/www.mahadevbook.com/images/barmanvideo.mp4	(from https://www.mahadevbook.com/)
14:08:49	37779866/37779866	---M--	200	added ('OK')	video/mp4	date:Tue,%2026%20Oct%202021%2010:10:10%20GMT	https://www.mahadevbook.com/images/kunalvideo.mp4	C:/My%20Web%20Sites/mahadev%20book/www.mahadevbook.com/images/kunalvideo.mp4	(from https://www.mahadevbook.com/)
14:08:55	77022665/77022665	---M--	200	added ('OK')	video/mp4	date:Tue,%2026%20Oct%202021%2010:10:10%20GMT	https://www.mahadevbook.com/images/shaktivideo.mp4	C:/My%20Web%20Sites/mahadev%20book/www.mahadevbook.com/images/shaktivideo.mp4	(from https://www.mahadevbook.com/)
14:10:30	12889059/12889059	---M--	200	added ('OK')	video/mp4	date:Tue,%2026%20Oct%202021%2010:10:10%20GMT	https://www.mahadevbook.com/images/humavideo.mp4	C:/My%20Web%20Sites/mahadev%20book/www.mahadevbook.com/images/humavideo.mp4	(from https://www.mahadevbook.com/)
14:10:31	312/312	---M--	200	added ('OK')	image/webp	date:Tue,%2026%20Oct%202021%2010:10:10%20GMT	https://www.mahadevbook.com/images/insta.webp	C:/My%20Web%20Sites/mahadev%20book/www.mahadevbook.com/images/insta.webp	(from https://www.mahadevbook.com/)
14:10:31	6030/6030	---M--	200	added ('OK')	image/webp	date:Tue,%2026%20Oct%202021%2010:10:10%20GMT	https://www.mahadevbook.com/images/plus18.webp	C:/My%20Web%20Sites/mahadev%20book/www.mahadevbook.com/images/plus18.webp	(from https://www.mahadevbook.com/)
14:10:31	4592/4592	---M--	200	added ('OK')	image/webp	date:Tue,%2026%20Oct%202021%2010:10:10%20GMT	https://www.mahadevbook.com/images/restricted.webp	C:/My%20Web%20Sites/mahadev%20book/www.mahadevbook.com/images/restricted.webp	(from https://www.mahadevbook.com/)
14:10:33	12520/12520	---M--	200	added ('OK')	font/woff2	date:Tue,%2026%20Oct%202021%2010:10:10%20GMT	https://www.mahadevbook.com/css/Gambler.woff2	C:/My%20Web%20Sites/mahadev%20book/www.mahadevbook.com/css/Gambler.woff2	(from https://www.mahadevbook.com/css/main.css?v1.5)
14:10:33	38754366/38754366	---M--	200	added ('OK')	video/mp4	date:Tue,%2026%20Oct%202021%2010:10:10%20GMT	https://www.mahadevbook.com/images/prachivideo.mp4	C:/My%20Web%20Sites/mahadev%20book/www.mahadevbook.com/images/prachivideo.mp4	(from https://www.mahadevbook.com/)
14:10:34	15256/15256	---M--	200	added ('OK')	font/woff	date:Tue,%2026%20Oct%202021%2010:10:10%20GMT	https://www.mahadevbook.com/css/Gambler.woff	C:/My%20Web%20Sites/mahadev%20book/www.mahadevbook.com/css/Gambler.woff	(from https://www.mahadevbook.com/css/main.css?v1.5)
14:10:34	52609457/52609457	---M--	200	added ('OK')	video/mp4	date:Tue,%2026%20Oct%202021%2010:10:10%20GMT	https://www.mahadevbook.com/images/nidhivideo.mp4	C:/My%20Web%20Sites/mahadev%20book/www.mahadevbook.com/images/nidhivideo.mp4	(from https://www.mahadevbook.com/)
14:10:34	79754114/79754114	---M--	200	added ('OK')	video/mp4	date:Tue,%2026%20Oct%202021%2010:10:10%20GMT	https://www.mahadevbook.com/images/raghuvanshivideo.mp4	C:/My%20Web%20Sites/mahadev%20book/www.mahadevbook.com/images/raghuvanshivideo.mp4	(from https://www.mahadevbook.com/)
14:10:35	42792/42792	---M--	200	added ('OK')	font/woff2	date:Tue,%2026%20Oct%202021%2010:10:10%20GMT	https://www.mahadevbook.com/css/Gilroy-Black.woff2	C:/My%20Web%20Sites/mahadev%20book/www.mahadevbook.com/css/Gilroy-Black.woff2	(from https://www.mahadevbook.com/css/main.css?v1.5)
14:10:35	61952/61952	---M--	200	added ('OK')	font/woff	date:Tue,%2026%20Oct%202021%2010:10:10%20GMT	https://www.mahadevbook.com/css/Gilroy-Black.woff	C:/My%20Web%20Sites/mahadev%20book/www.mahadevbook.com/css/Gilroy-Black.woff	(from https://www.mahadevbook.com/css/main.css?v1.5)
